author,No.,Comment,Sentiment,Reason,timestamp,like_count,tipe_produk,brand,segment,release_date
,,,,,2024-06-30T11:08:59Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T11:03:12Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T10:40:45Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T10:24:56Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T10:16:31Z,6,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T09:52:57Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T09:49:11Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T09:34:40Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T09:21:18Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T08:49:51Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T08:39:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T08:33:33Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T08:25:30Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T08:10:21Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T07:58:09Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T07:40:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T07:37:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T06:30:27Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T06:09:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:29:46Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:25:06Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:24:49Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:24:39Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:24:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:24:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:24:12Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:24:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:23:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:23:45Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:23:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T05:23:05Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:56:19Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:44:57Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:22:39Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:22:33Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:22:28Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:22:23Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:22:11Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:22:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:22:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:21:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:21:48Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:21:42Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T04:20:32Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T03:42:24Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T03:33:08Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T03:23:48Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T03:16:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T03:14:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T02:32:11Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T02:25:29Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T02:18:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T02:17:49Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T02:05:15Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T02:01:21Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T01:58:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T01:32:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T01:14:41Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T00:56:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T00:38:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T00:35:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T00:23:44Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T23:40:30Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T23:19:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T23:18:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T21:57:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T21:55:14Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T20:41:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T19:36:07Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T19:17:22Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T19:14:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T19:02:02Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T18:55:44Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T18:23:40Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T18:00:07Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T17:45:13Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T17:41:47Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T17:11:41Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T16:40:38Z,3,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T16:38:18Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T16:22:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T15:47:29Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T15:47:13Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T15:33:43Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T15:32:10Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T15:10:19Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T15:02:56Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T14:49:59Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T14:39:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T14:19:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T14:07:56Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T14:06:28Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T14:02:37Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T13:31:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T13:19:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T13:13:58Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T13:03:06Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T12:47:37Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T12:46:14Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T12:20:55Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T11:54:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T11:52:27Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T11:51:03Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T11:15:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T11:05:05Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T10:52:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T10:31:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T10:26:46Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T10:23:41Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T09:49:08Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T09:43:06Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T09:36:22Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T09:34:52Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T09:32:22Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T09:25:11Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T09:24:06Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T09:17:40Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T09:03:52Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T08:58:12Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T08:28:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T08:19:48Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T08:00:28Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T07:32:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T07:24:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T07:23:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T07:09:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T07:02:58Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T06:29:27Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T06:28:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T06:08:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T05:51:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T05:50:57Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T05:41:27Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T05:36:15Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T05:32:51Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T05:04:58Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T04:20:18Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T03:59:32Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T03:51:13Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T03:51:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T03:48:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T03:34:56Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T03:34:48Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T03:28:24Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T02:57:45Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T02:12:46Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T02:01:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T01:37:42Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T01:14:55Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T01:06:06Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T00:23:37Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-29T00:16:05Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T23:32:25Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T23:13:42Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T22:34:55Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T21:37:24Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T20:08:35Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T20:00:23Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T19:47:37Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T19:45:49Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T19:27:42Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T19:02:58Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T18:51:03Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T18:43:19Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T18:39:51Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T18:19:55Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T17:58:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T17:50:13Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T17:37:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T17:26:19Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T17:25:03Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T17:00:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:53:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:46:12Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:42:31Z,31,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:29:43Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:28:56Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:27:19Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:26:46Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:25:41Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:24:05Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:21:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:17:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:13:45Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:04:48Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:03:56Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:02:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T16:00:58Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T15:39:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T15:22:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T15:15:19Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T15:14:08Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T15:10:59Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T15:07:10Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T15:02:09Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:59:48Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:48:35Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:47:07Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:42:51Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:39:11Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:36:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:27:17Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:26:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:08:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:06:05Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:03:13Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:03:07Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T14:01:52Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T13:53:32Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T13:36:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T13:33:12Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T13:25:15Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T13:22:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:49:57Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:49:23Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:42:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:36:32Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:33:49Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:31:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:28:24Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:23:17Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:19:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:17:28Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:17:21Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:15:55Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:14:58Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:13:03Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:09:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:06:28Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T12:03:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:55:44Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:52:29Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:50:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:46:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:44:28Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:34:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:32:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:30:29Z,2,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:30:11Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:14:47Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:14:19Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:13:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:10:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:08:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:03:21Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T11:02:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T10:42:10Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T10:38:46Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T10:37:21Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T10:33:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T10:25:35Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T10:16:15Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T10:09:52Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T10:03:44Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T09:42:29Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T09:33:40Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T09:33:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T09:32:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T09:04:33Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T08:59:24Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T08:46:42Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T08:41:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T08:40:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T08:29:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T08:18:41Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T08:17:15Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T08:15:21Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T08:14:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
