author,comment,,timestamp,like_count,tipe_produk,brand,segment,release_date
,,,2024-02-04T00:13:48Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-04T00:09:18Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-04T00:07:23Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-04T00:07:17Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T23:57:38Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T23:46:05Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T23:46:00Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T23:41:56Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T23:18:33Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T23:13:59Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T23:07:22Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T23:03:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T22:51:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T22:48:43Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T22:43:42Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T22:11:17Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T22:05:19Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T21:33:02Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T21:26:49Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T21:22:19Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T21:20:57Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T21:14:41Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T20:47:23Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T20:42:34Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T20:38:05Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T20:26:06Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T20:21:31Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T20:18:06Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:58:38Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:51:59Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:48:50Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:42:17Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:38:51Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:36:46Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:36:29Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:28:57Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:28:34Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:26:40Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:21:11Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:14:35Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:12:04Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:05:24Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:03:59Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T19:01:13Z,2,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:56:19Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:54:43Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:54:15Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:51:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:35:53Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:30:14Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:30:01Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:24:46Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:18:21Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:14:31Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:13:12Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:08:46Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:01:03Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T18:00:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:56:54Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:55:08Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:54:05Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:53:14Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:51:43Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:48:07Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:46:36Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:39:03Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:38:24Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:35:05Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:33:25Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:30:03Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:29:37Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:28:07Z,2,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:25:43Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:21:47Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:19:25Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:12:51Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:10:23Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T17:10:21Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:58:13Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:53:55Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:52:01Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:51:45Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:50:23Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:47:06Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:42:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:42:21Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:41:27Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:38:19Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:37:43Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:37:07Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:34:40Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:34:01Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:30:17Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:28:49Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:28:35Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:27:44Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:27:21Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:27:18Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:25:00Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:23:45Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:21:36Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:21:31Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:18:18Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:17:38Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:16:55Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:16:13Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:14:04Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:13:07Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:11:44Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:10:41Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:10:40Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:09:35Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:09:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:09:15Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:09:11Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:09:07Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:08:58Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:08:48Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:08:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:03:36Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T16:01:28Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:58:48Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:57:41Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:52:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:49:24Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:48:53Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:48:24Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:47:32Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:47:28Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:47:15Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:44:54Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:44:30Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:44:19Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:43:55Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:42:53Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:41:59Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:41:53Z,143,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:40:28Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:35:15Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:34:54Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:32:37Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:30:21Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:30:16Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:28:38Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:26:55Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:25:34Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:24:26Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:17:12Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:15:02Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:14:15Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:13:34Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:13:11Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:13:09Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:11:48Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:10:01Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:09:55Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:08:20Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:07:56Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:07:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:06:11Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:06:00Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:05:00Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:03:40Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:03:30Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:02:02Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:01:03Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:00:53Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T15:00:53Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:59:19Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:57:28Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:57:21Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:55:15Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:53:34Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:53:21Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:46:23Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:46:06Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:45:14Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:44:22Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:39:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:37:25Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:35:14Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:34:39Z,2,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:34:27Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:32:33Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:31:39Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:31:22Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:28:29Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:23:10Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:20:08Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:19:57Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:19:51Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:19:28Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:18:54Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:17:12Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:16:50Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:16:16Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:16:07Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:13:56Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:10:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:08:56Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:08:50Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:08:10Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:07:07Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:06:16Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:05:52Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:05:28Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:03:34Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:01:31Z,2,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:01:11Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T14:00:58Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:59:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:59:10Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:58:40Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:56:54Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:55:32Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:53:51Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:53:01Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:51:17Z,150,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:49:36Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:49:28Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:48:59Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:45:23Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:43:42Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:43:29Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:43:03Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:42:10Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:41:22Z,2,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:38:24Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:36:47Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:36:29Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:35:41Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:33:46Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:32:47Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:31:06Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:30:33Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:29:27Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:29:17Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:28:12Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:26:18Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:25:43Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:25:10Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:24:31Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:24:27Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:24:11Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:23:45Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:23:41Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:23:14Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:19:16Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:17:27Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:14:03Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:12:21Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:11:23Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:11:12Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:09:59Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:08:57Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:08:27Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:08:21Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:07:17Z,56,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:07:15Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:06:19Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:02:49Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:02:36Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:00:50Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T13:00:15Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T12:59:50Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T12:59:40Z,94,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T12:59:38Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T12:55:40Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T12:55:10Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T12:55:00Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T12:52:52Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T12:52:10Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-02-03T12:51:34Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
