author,id,comment,sentiment,timestamp,like_count,tipe_produk,brand,segment,release_date,text_processed
@arangitem5468,2006,Wah gila sih ini 2x 4 Ghz tapi dingin ??,negative,2024-11-05 23:49:42+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,gila sih kali 4 ghz tapi dingin
@gankz217,2007,Kapan nih rilis di Indonesia Xiaomi 15.?,neutral,2024-11-05 23:00:27+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,rilis indonesia xiaomi 15
@Andrew-fx5js,2008,"Bayangin kalo xiaomi ga pake HyperOS/miui??
Pake stock rom android, atau apa kek anj asal ga HyperOS/MIUI.

(Ga ada rom yg lebih ampas dari HyperOS/MIUI)",negative,2024-11-05 22:53:34+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,bayangkan xiaomi tidak pakai hyperos miui persediaan rom android kayak anjing ampas dari
@mnofrizal,2009,Desainnnya gada beda sama x14 ??,neutral,2024-11-05 21:22:57+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,desainnnya tidak beda sama x14
@adjiherlana2593,2010,Semoga di bawah 5jt hehe,neutral,2024-11-05 19:25:16+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,semoga 5jt hehe
@ElHafidz-m8v,2011,Masih tetap nunggu x200 pro launch di Indo... Lagi ngincer banget ni hp,negative,2024-11-05 18:58:28+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,menunggu x200 profesional launch indonesia mengincar banget nih handphone
@YudaArimbawa,2012,penyakit di kamera seri sebelumnya masih ada ga bang?? coba dong di test hehe,neutral,2024-11-05 18:42:44+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,penyakit kamera seri sebelumnih tidak bang coba te hehe
@verifyatna5334,2013,"keren sih sekarang hp2 android terutama brand cina, batrenya udah diatas 5000mah. bahkan rilmi gt 7 pro aja 6500mah dgn layar 6.7inch meanwhile aipon 6.9inch batre ga sampe 5000mah ha ha ha ha. udah gitu BH nya gampang bgt nurun ha ha ha",negative,2024-11-05 18:42:28+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,keren sih hp2 android merek cina batrenya 5000mah rilmi 7 profesional 6500mah layar 6 7inch meanwhile aipon 9inch baterai tidak bh nya gampang banget nurun
@abbieghazali,2014,Designnya bosen,negative,2024-11-05 18:32:56+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,designnya bosan
@SunceD.monkey,2015,Kamera masih ber embun kaga bang?,negative,2024-11-05 18:29:16+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,kamera ber embun tidak bang
@jeckoIchi170896,2016,Seperti biasa 256,neutral,2024-11-05 18:05:28+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,256
@Maximalistt,2017,Kamera nya makin bagus aja Xiaomi.. gokil,positive,2024-11-05 17:20:22+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,kamera nya bagus xiaomi gila
@AgusRustiani-uh2wg,2018,"Cakep bet bezzelnya sayangnya masih ada satu titik kamera, kamera underdisplay ga tau tuh gimana nasibnya ??",negative,2024-11-05 16:53:05+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,cakap banget bezzelnya sayangnih titik kamera underdisplay tidak nasibnya
@afan_afa,2019,Perpindahan kamera nya kok masih patahÃ¯Â¿Â½,negative,2024-11-05 16:36:39+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,perpindahan kamera nya patahã â â½
@wewegombellreload,2020,Kualitas audionya terlupakan ??,negative,2024-11-05 16:28:41+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,kualitas audionya terlupakan
@ukhtihij_up3531,2021,Kaum mendang mending wort it gak beli hp ini??????,negative,2024-11-05 16:24:30+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,kaum mendang wort it tidak beli handphone
@titosasmi8264,2022,"Gak ada yg permasalahanin model kameranya ini, padahal mirip kaya 14t",neutral,2024-11-05 16:12:08+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,tidak permasalahanin model kameranya kayak 14t
@massefri,2023,Harga berapa ekang xiaomi 15,neutral,2024-11-05 16:09:01+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,harga ekang xiaomi 15
@MikoTiki-r8g,2024,Aduuh model kamera belakangnya enggak banget ??,negative,2024-11-05 16:07:52+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,aduh model kamera belakangnya tidak banget
@egisparta0819,2025,Knp sampe skrang xiaomi ga bis hadle jitter di video low light nya yak. Kecewa??,negative,2024-11-05 15:40:40+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,xiaomi tidak bi hadle jitter video terang nya ya kecewa
@rohmanyusuf-tdr,2026,3:09 tingginya di bawah 155 keren si,neutral,2024-11-05 15:38:19+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,3 09 tingginya 155 keren sih
@syalsyahsyafaath,2027,Takut si masalah matot gara gara cooling sistem nya,negative,2024-11-05 15:35:41+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,takut sih masalah matot gara cooling sistem nya
@Yoshimura_69,2028,Gilak. Ngeri kali chipsetnya ??,negative,2024-11-05 15:32:49+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,gila ngeri kali chipsetnya
@MuhammadIqbal-yl2rj,2029,Tentang charging nya ga di bahas bang? Wireless charging nya katanya magnetic ya? Padahal itu fitur menarik banget loh,negative,2024-11-05 15:25:32+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,charging nya tidak bahas bang wireless magnetic iya fitur menarik banget
@imranrosadi6004,2030,Busett dah kameranya menurutku jauh banget peningkatannya,negative,2024-11-05 15:10:33+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,busett kameranya menurutku banget peningkatannya
@YuniBrilink,2031,Belum worth it untuk upgrade kalau gitu..,negative,2024-11-05 14:54:17+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,belum worth it peningkatan
@entegaming10,2032,Busssett gahar tapi adem...gila sih ini,positive,2024-11-05 14:36:08+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,busssett gahar tapi adem gila sih
@RadenFikiYT,2033,Ciri khas baru mungkin xiaomi kamere kotak gitu,neutral,2024-11-05 14:21:17+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,ciri khas baru xiaomi kamere kotak
@royadinglibir7236,2034,"Gila layar isi ny layar semua,full power",positive,2024-11-05 13:50:08+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,gila layar isi nya full power
@fathul5,2035,Chipsetnya terlalu OP cuma buat maen Genshin??????,negative,2024-11-05 13:46:18+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,chipsetnya op main genshin
@garudakenzhieraffles8144,2036,ya Allah nabung buat Xiaomi 14ultra adj baru dapat separo eh dah muncul Xiaomi 15?? gimana nich,negative,2024-11-05 13:10:35+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,iya allah menabung xiaomi 14ultra adj baru separuh eh muncul 15 nih
@Jooo_Short,2037,"Sejauh itu kah turun harganya 
Kemarin pas Xiaomi 14 rilis 
Harganya bisa 14juta 
Yang varian 8/256 

Kok skrng beda jauh banget perbandingan harga nya",negative,2024-11-05 13:09:16+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,kah turun harganya kemarin pa xiaomi 14 rilis 14juta varian 8 256 beda banget perbandingan harga nya
@HalimaFaryato,2038,Masih setia mau upgrade ke vivo x 200 pro sekarang udah pake 14 t pro,positive,2024-11-05 12:55:25+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,setia peningkatan vivo x 200 profesional pakai 14 t
@budipristel8083,2039,Lebih smooth vivo x200 kayakny klo soal perpindahan antar kamera,positive,2024-11-05 12:52:21+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,smooth vivo x200 kayakny perpindahan kamera
@agielindraatmajaya7326,2040,"kencang tp bentuk tidak menarik, dan napas naga bikin panas. hahahaha??",negative,2024-11-05 12:50:56+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,kencang bentuk tidak menarik napa naga bikin panas haha
@ghaliafra7142,2041,Siap borong selusin,neutral,2024-11-05 12:45:30+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,borong selusin
@Hiirham,2042,"semoga aja kedepannya banyak flagship yang compact lagi,kalo 6,7 ga masuk di kantong celana kaku buat ngelakuin hal ini itu",negative,2024-11-05 12:38:57+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,semoga kedepannya flagship compact 6 7 tidak masuk kantong celana kaku
@dlyricsyt5501,2043,Model kamera gitu lagi ??,negative,2024-11-05 12:37:42+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,model kamera
@ahmadkun69,2044,Anjir desain cuma pindah lampu flash,negative,2024-11-05 12:01:52+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,anjing desain pindah lampu flash
@Iamnotzayn,2045,"nah gini doong , BUKAN HP SEGEDE GABAN",negative,2024-11-05 12:01:38+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,handphone gaban
@frasticadefana5819,2046,Mending xiaomi bang??,negative,2024-11-05 11:57:12+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,xiaomi bang
@RKsatrian,2047,NAKSIR SAMA VIVO X200 PRO MINI ??,neutral,2024-11-05 11:57:09+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,menaksir sama vivo x200 profesional mini
@pewangs,2048,"Ngeri gitu chipsetnya. Mau dong next tawuran chipset, tambahin test emulation (yg udah punya gamenya aja, di platform lain supaya tidak terkesan membajak??)",negative,2024-11-05 11:55:28+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,ngeri chipsetnya tawuran chipset tambahkan te emulation gamenya platform tidak terkesan membajak
@ivanjonesaditya,2049,"Gila, hp skrg batrenya makin gede tapi body tetep tipis, compact layar juga bezzelnya tipis
Keren sih perkembangan gadget ditahun ini",positive,2024-11-05 11:53:16+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,gila handphone batrenya gede tapi body tipi compact layar bezzelnya keren sih perkembangan gadget
@awings.chanel,2050,Suka bentuk compact nya... Semoga ada pesaing hp kecil seperti asus,positive,2024-11-05 11:51:37+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,suka bentuk compact nya semoga pesaing handphone asus
@ibamm746,2051,"Gila ini xiaomi cui, saingan berat ni sma brand sebelah.. maen genshin cuman dpt suhu 41.. termasuknya masi adem...",positive,2024-11-05 11:36:40+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,gila xiaomi cui saingan berat nih sama merek sebelah main genshin suhu 41 termasukni adem
@sky-gk1wx,2052,kenapa design kompornya di pertahankan,positive,2024-11-05 11:27:53+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,design kompornya pertahankan
@Kangoday912,2053,Bagus bgt cameranya,positive,2024-11-05 11:22:08+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,bagus banget cameranya
@esapebriansa7935,2054,Mantap..... ????,positive,2024-11-05 10:59:16+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,mantap
@mistycalglory99,2055,"hp yg d tunggu2,,??",negative,2024-11-05 10:57:12+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,handphone tunggu
@User-pc3000,2056,"seperti biasa +, harga akan naik 20%",neutral,2024-11-05 10:52:39+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,harga 20
@imamfaozi933,2057,Banyak iklanya ngga koh?,negative,2024-11-05 10:51:46+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,iklanya tidak koh
@gardianachannel8307,2058,Kompor 4 tungku ??,negative,2024-11-05 10:31:39+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,kompor 4 tungku
@WisnuVlog-yw2ed,2059,Mantap bang,positive,2024-11-05 10:30:37+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,mantap bang
@sweetpotato3910,2060,Gila 16GB / 1TB cuma 12 juta?? kalau di sumsang sama si buah itu harganya bisa 20 jutaan????,negative,2024-11-05 10:23:11+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,gila enam belas giga byte 1tb 12 juta sumsang sama sih buah harganya 20 jutaan
@LilacSeventen,2061,"Anjir Xiaomi 15 makin edan aja nih, dgn bodi yg sama dgn Xiaomi 14 tp dgn kapasitas batere diatas 5000mAh ajib bener.
Jd nambah galau lg nih next mau up ke Vivo X200 Pro Mini atau Xiaomi 15 ?????
KiraÃ¯Â¿Â½ bakal ada isu kemera berembun lg ga ya di Xiaomi 15 ??",negative,2024-11-05 09:59:06+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,anjing xiaomi 15 edan bodi sama 14 kapasitas batere 5000mah hebat menambah galau up vivo x200 profesional mini kiraã â â½ isu kemera berembun tidak iya
@davidariyan7915,2062,"Design yang tidak menarik, bagusan poco f5",negative,2024-11-05 05:25:19+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,design tidak menarik bagusan poco f5
@setyaa4492,2063,Mau belii,positive,2024-11-05 05:24:50+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,belii
@yosuasitanggang5859,2064,"Mantepp, bakal masuk Indonesia gak koh?",negative,2024-11-05 05:24:15+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,mantap masuk indonesia tidak koh
@ogaladewaoga799,2065,Keren,positive,2024-11-05 05:21:21+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,keren
@Phi.solsol,2066,Aaaaaaa mau hp Compact,negative,2024-11-05 05:20:40+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,aaaaaaa handphone compact
@MasOne88,2067,kameranya kemarin masih bagusan VIVO X200,positive,2024-11-05 05:20:20+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,kameranya kemarin bagusan vivo x200
@rdanz7529,2068,Mantap,positive,2024-11-05 05:05:42+00:00,0,Xiaomi 15,Xiaomi,Flagship,2025,mantap
@tripical148,2069,Ini juga bisa mengarah pada optimisasi yang jauh lebih baik untuk banyak aplikasi,positive,2024-10-23 06:54:45+00:00,0,Pixel 10,Google,Flagship,25-Oct,mengarah optimisasi aplikasi
@rajkumar_og,2070,Pixel akan jauh lebih baik dengan Snapdragon Gen series.,positive,2024-08-21 17:45:11+00:00,0,Pixel 10,Google,Flagship,25-Oct,pixel snapdragon gen series
@CommentGuard717,2071,"Dengan kernel khusus saya bisa mengalahkan 888gen3 di 3 benchmark (unzip file, komputasi AI, resolusi maksimum)

Tanpa kernel khusus, itu lebih buruk dari 888gen1",positive,2024-06-04 21:35:12+00:00,0,Pixel 10,Google,Flagship,25-Oct,kernel khusus mengalahkan 888gen3 3 benchmark unzip file komputasi ai resolusi maksimum buruk dari 888gen1
@meroinheroin,2072,Bagaimana dengan Pixel 9? Lol,negative,2024-01-14 18:37:17+00:00,0,Pixel 10,Google,Flagship,25-Oct,pixel 9 wkwk
@user-red57,2073,Google Pixel 10,neutral,2023-10-30 16:47:20+00:00,0,Pixel 10,Google,Flagship,25-Oct,google pixel 10
@dinkyberries3320,2074,Iklan akan banyak bermunculan,negative,2023-08-24 12:54:21+00:00,0,Pixel 10,Google,Flagship,25-Oct,iklan bermunculan
@oida10000,2075,"Bagaimana dengan Pixel 9, apakah angka ini akan dilewatkan?",neutral,2023-08-23 13:58:05+00:00,0,Pixel 10,Google,Flagship,25-Oct,pixel 9 angka dilewatkan
@nttinvis,2076,Samsung sudah memperbaiki Exynos dan mereka memproduksi Pixel 8 yang akan hebat,neutral,2023-08-18 23:12:30+00:00,0,Pixel 10,Google,Flagship,25-Oct,samsung memperbaiki exynos memproduksi pixel 8 hebat
@Isaac-gh5ku,2077,Jadi apa yang terjadi dengan Pixel 9 tahun depan?,negative,2023-08-10 18:11:28+00:00,0,Pixel 10,Google,Flagship,25-Oct,pixel 9
@G.K94,2078,Kenapa Samsung menggunakan chip TSMC daripada menggunakan chip mereka sendiri???,negative,2023-07-26 07:06:07+00:00,0,Pixel 10,Google,Flagship,25-Oct,samsung chip tsmc
@Realhistoryforkids,2079,Pixel 8a akan memperbaiki masalah overheat karena mereka menggunakan Snapdragon,neutral,2023-07-25 00:24:04+00:00,0,Pixel 10,Google,Flagship,25-Oct,pixel 8a memperbaiki masalah overheat snapdragon
@docen67,2080,"Saya rasa Google Pixel adalah perangkat yang hebat, tapi desainnya salah satu yang terjelek di pasar, mereka perlu memperbaikinya",positive,2023-07-19 01:19:33+00:00,0,Pixel 10,Google,Flagship,25-Oct,google pixel perangkat hebat tapi desainnya salah terjelek pasar memperbaikinya
@RossGHolman,2081,"Daya tahan baterai di Pixel saya lebih dari cukup, biasanya bertahan 36 jam antara pengisian daya.",positive,2023-07-15 07:05:05+00:00,0,Pixel 10,Google,Flagship,25-Oct,daya tahan baterai pixel dari bertahan 36 jam pengisian
@robertheron7017,2082,"Pixel 6a saya hanya memanas ketika saya menggunakan 5G dan itu hanya beberapa kali, tapi tetap berjalan dengan sangat baik tanpa lag sama sekali. Saya akan membeli Pro berikutnya karena 6a tidak cukup terang di luar ruangan.",positive,2023-07-13 12:28:19+00:00,0,Pixel 10,Google,Flagship,25-Oct,pixel 6a memanas 5g kali tapi berjalan lag sama membeli profesional tidak terang ruangan
@nka9924,2083,"Pixel 8 bahkan belum dirilis, dan sepertinya kita sudah move on...",negative,2023-07-13 04:49:14+00:00,0,Pixel 10,Google,Flagship,25-Oct,pixel 8 belum dirilis pindah on
@harryvlogs7833,2084,"Haha, Tensor G3 adalah 3nm Samsung dan setara dengan 3nm TSMC",neutral,2023-07-09 14:58:40+00:00,0,Pixel 10,Google,Flagship,25-Oct,tertawa tensor g3 3nm samsung setara tsmc
@Kykashi671,2085,"Saya memiliki Pixel 6 dan 7a. Ketika mereka memperbaiki masalah pemanasan saat menonton YouTube, saya mungkin akan mempertimbangkan untuk membeli ponsel Pixel berikutnya.",positive,2023-07-09 09:51:18+00:00,0,Pixel 10,Google,Flagship,25-Oct,memiliki pixel 6 7a memperbaiki masalah pemanasan menonton youtube mempertimbangkan membeli ponsel
@kangdodoy9957,2086,"Saya butuh Tuhan tolong ??, coba aja ada di erafone indonesia??",negative,2024-11-12 06:12:26+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,butuh tuhan tolong coba erafone indonesia
@mramed8448,2087,Desain yang bagus,positive,2024-10-26 13:41:23+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,desain bagus
@The-real-kingkah,2088,"Maaf, tapi desain Google Pixel 9a sangat jelek, kenapa tidak menggunakan desain yang sama dengan seri Pixel A lainnya?",negative,2024-10-21 19:04:53+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,maaf tapi desain google pixel 9a jelek tidak sama seri a
@TheYoshibeast1,2089,Lumayan suka desainnya,positive,2024-10-18 22:41:26+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,lumayan suka desainnya
@fabistar2000,2090,Tidak mungkin model entry Google memiliki bezel lebih tipis daripada model flagship mereka.,neutral,2024-11-16 22:29:30+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,tidak model entry google memiliki bezel tipi flagship
@kennethgarote3587,2091,Saya suka ???,positive,2024-11-14 10:17:46+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,suka
@ledhicks,2092,"Jika ini benar, saya akan menunggu. Bump kamera pada 9 itu sangat jelek seperti Robocop!",negative,2024-11-14 00:50:38+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,menunggu bump kamera 9 jelek robocop
@passivevii4052,2093,Saya sangat meragukan ini akan memiliki 8GB RAM ketika Pixel 9 normal memiliki 12GB RAM dan 8 tidak cukup,negative,2024-11-13 21:18:44+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,meragukan memiliki 8gb ram pixel 9 normal 12gb 8 tidak
@Sabsebadepapa,2094,Tidak akan pernah membeli Pixel kecuali mereka mengganti chipset Tensor,negative,2024-11-13 14:50:15+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,tidak membeli pixel kecuali mengganti chipset tensor
@west15,2095,"Semua baik-baik saja, tapi modemnya adalah Exynos 5300 lama, bukan Exynos 5400 baru yang digunakan di Pixel 9.",negative,2024-11-12 05:58:00+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,tapi modemnya exynos 5300 lama 5400 baru pixel 9
@devanshprakash8354,2096,Ini terlihat jelek,negative,2024-11-11 06:46:41+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,jelek
@simstech5697,2097,Bagus,positive,2024-11-10 00:54:49+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,bagus
@rogerskanyita1418,2098,Ini terlihat membosankan. Saya suka desain sebelumnya,negative,2024-11-08 21:36:16+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,membosankan suka desain
@RadithSamaratunga,2099,Saya rasa ini tidak akan memiliki layar LTPO mengingat fakta bahwa Pixel 9 biasa saja tidak memiliki LTPO.,negative,2024-11-05 15:04:22+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,tidak memiliki layar ltpo fakta pixel 9
@K_Catapilla,2100,Mengingatkan saya pada Essential Phone,neutral,2024-11-04 19:37:36+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,essential phone
@artdogg50,2101,$550 akan menjadi ide buruk.,negative,2024-11-03 19:36:48+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,550 ide buruk
@itsjaik,2102,Lol...550$? Kenapa mereka bahkan meluncurkan ini? ??,negative,2024-11-02 06:35:32+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,wkwk 550 meluncurkan
@nosionose6894,2103,"Model Pixel yang sekarang, bagi saya tidak layak karena desainnya, mereka terlihat jelek.",negative,2024-10-31 02:35:00+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,model pixel bagi tidak layak desainnya jelek
@maxterwel,2104,"Kecuali jika datang dengan bezel besar, ini bukan Pixel A.",negative,2024-10-30 17:29:04+00:00,0,Pixel 9a,Google,Mid-Range,5-Jul,kecuali bezel pixel a
@SumanSarker-ft3dv,2105,Senang,positive,2024-11-05 03:28:25+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,senang
@????-z7j,2106,"Ã¯Â¿Â½???? Pixel 10, bagus banget ?????????????",positive,2024-10-12 09:50:44+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,ã â â½ pixel 10 bagus banget
@????-z7j,2107,???(?~???Ã¯Â¿Â½???)?~ Benarkah ini akan dirilis? Mungkin menunggu! ????,negative,2024-10-12 09:48:47+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,ã â â½ dirilis menunggu
@Musman-v6n,2108,Harga,positive,2024-10-11 19:53:40+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,harga
@yonasgoa,2109,Berapa harganya?,negative,2024-09-29 15:48:25+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,harganya
@JabarryBrowne,2110,Kamera ini semoga bagus,positive,2024-09-08 13:55:55+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,kamera semoga bagus
@GkGk-vx3pb,2112,Bagus. Tapi mungkin sudut yang benar lebih baik,negative,2024-07-10 05:29:19+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,bagus tapi sudut
@charlyleroy8546,2113,"Tampilannya sangat tebal, ada yang tahu dimensinya?",negative,2024-06-27 15:57:32+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,tampilannya tebal dimensinya
@moses5161,2114,"Saya masih memiliki Pixel 4a saya, foto & video luar biasa! Apakah Pixel 10 lebih baik dalam kamera daripada Pixel 4a?",positive,2024-06-25 20:04:59+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,saih memiliki pixel 4a foto video 10 kamera
@annemarieumutoni-uf7qf,2115,Berapa harganya?,negative,2024-06-09 16:53:48+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,harganya
@therealzeon,2116,Wow ??? ini sangat indah ??,positive,2024-05-02 11:02:50+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,indah
@livianwan8631,2117,"Omgg, saya akan melewatkan 9pro dan menunggu 10",negative,2024-04-03 08:17:13+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,omgg melewatkan 9pro menunggu 10
@felixkuntzekopele4915,2120,Terbaik,positive,2024-10-31 06:44:31+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,terbaik
@marsluis1989,2121,"Saya menggunakan iPhone 14 Pro, saya suka ponsel ini dan ingin membelinya sekarang. Kapan kita bisa membeli perangkat ini? Saya tidak pernah menggunakan iPhone, hanya ponsel ini",positive,2024-09-24 22:59:19+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,iphone 14 profesional suka ponsel membelinya membeli perangkat tidak
@Jhakent-hg7,2122,Tensor G5,neutral,2024-08-24 19:01:04+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,tensor g5
@JojoComz,2123,Kapan tanggal rilisnya?,negative,2024-07-24 17:16:16+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,tanggal rilisnya
@RKSOURAV-HASAN,2124,Google Pixel adalah ponsel favorit saya ???????????,neutral,2024-06-22 17:14:54+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,google pixel ponsel favorit
@guptaadarsh,2125,Harga?,negative,2024-06-16 14:30:55+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,harga
@it_shnik_N54,2126,Bagus,positive,2024-04-27 12:15:58+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,bagus
@Pnvemsoulfairyage,2128,Smartphone terbaik di dunia,positive,2024-03-25 15:45:22+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,smartphone terbaik dunia
@AbdullahAlmahadi-t4y,2129,Bagus ?,negative,2024-03-14 07:34:39+00:00,0,Pixel 10 Pro,Google,Flagship,25-Oct,bagus
@an_xx_w,2131,Harga,positive,2024-10-19 23:05:05+00:00,0,OPPO Find X7,OPPO,Flagship,2025,harga
@IniOrangMedan,2132,Tapi belum 8k 30 fps kamera nya padahal s 23 biasa udah punya juga heheheh,negative,2024-10-08 12:38:57+00:00,0,OPPO Find X7,OPPO,Flagship,2025,tapi belum 8k 30 fps kamera nya si 23 hehe
@lincihzmontalung1555,2133,sygnya ga dijual secara resmi di Idn ya,neutral,2024-09-20 05:13:08+00:00,0,OPPO Find X7,OPPO,Flagship,2025,sygnya tidak dijual resmi idn iya
@mekanik1038,2134,Mending fin x6 pro apa find x7 5g bang ??,neutral,2024-09-15 03:34:52+00:00,0,OPPO Find X7,OPPO,Flagship,2025,fin x6 profesional find x7 5g bang
@G-studioOfficial,2135,i need thisone,negative,2024-08-30 10:47:51+00:00,0,OPPO Find X7,OPPO,Flagship,2025,i need thisone
@GalangSetra-tq3sz,2136,Yg lain udah IP 68 si oddo masih 65 ??,negative,2024-07-21 15:34:31+00:00,0,OPPO Find X7,OPPO,Flagship,2025,ip 68 sih oddo 65
@putrajomblo6185,2137,"Bang 
Oppo find X7 Ultra 
Apa ada Pakai Bahasa Indonesia 
??????",negative,2024-06-14 15:28:05+00:00,0,OPPO Find X7,OPPO,Flagship,2025,bang oppo find x7 ultra pakai bahasa indonesia
@bayugunantika5430,2138,bagaimana cara beli nya?,negative,2024-04-24 07:06:30+00:00,0,OPPO Find X7,OPPO,Flagship,2025,beli nya
@nentyent-s6e,2139,Find X6 pro or FindX7?,negative,2024-03-16 10:42:44+00:00,0,OPPO Find X7,OPPO,Flagship,2025,find x6 profesional orang findx7
@pineaplehead5020,2140,wah gak kalah sama yg ultra,positive,2024-02-26 07:39:18+00:00,0,OPPO Find X7,OPPO,Flagship,2025,tidak kalah sama ultra
